Query	Subject	pident	length	mismatch	gaopen	qstart	qend	sstart	send	evalue	bitscore
Tc03v2_t004440.1	THHD-6780	90.286	350	34	0	253	602	19	368	1.42E-129	459
Tc06v2_t003370.1	MRKX-6216	81.917	553	91	8	209	756	26	574	2.63E-129	459
Tc10v2_t006930.1	WYIG-7333	86.978	407	53	0	145	551	1	407	1.84E-129	459
Tc03v2_t021110.1	OLXF-6398	91.541	331	28	0	345	675	48	378	5.75E-129	457
Tc02v2_t001560.2	CAQZ-7331	83.068	502	85	0	223	724	13	514	8.83E-129	457
Tc02v2_t001560.3	CAQZ-7331	83.068	502	85	0	223	724	13	514	9.57E-129	457
Tc02v2_t001560.1	EILE-7331	84.289	471	70	3	282	749	1	470	9.54E-129	457
Tc08v2_t014580.1	ZSAB-5273	88.052	385	46	0	205	589	1	385	1.57E-128	457
Tc08v2_t014580.2	ZSAB-5273	88.052	385	46	0	205	589	1	385	1.57E-128	457
Tc01v2_t034410.1	RQZP-4989	79.627	643	125	6	356	996	7	645	9.33E-129	457
Tc01v2_t002690.1	EMBR-4893	80.064	622	118	6	536	1154	146	764	1.08E-128	457
Tc03v2_t004440.1	OLXF-6780	89.859	355	34	2	247	600	1	354	1.84E-128	455
Tc09v2_t003450.1	QURC-6303	84.222	469	72	2	285	752	42	509	2.8E-128	455
Tc09v2_t008590.1	QIKZ-5596	84.301	465	73	0	2077	2541	976	1440	1.45E-127	455
Tc01v2_t034410.1	ZSAB_grafted_with_XFFT-4989	92.212	321	25	0	316	636	1	321	3.36E-128	455
Tc06v2_t012500.1	Arath-6883	83.266	496	81	2	355	849	1	495	2.87E-128	455
Tc05v2_t024610.1	TIUZ-5299	81.835	545	95	4	61	603	37	579	3.62E-128	455
Tc07v2_t002100.1	NUZN-6954	83.966	474	74	2	190	662	1	473	1.01E-127	453
Tc02v2_t019040.2	SLYR-5426	83	500	83	2	1286	1784	827	1325	8.56E-127	451
Tc02v2_t019040.1	SLYR-5426	83	500	83	2	1664	2162	827	1325	1.01E-126	451
Tc06v2_t005200.2	OLXF-5531	86.019	422	58	1	125	546	3	423	2.14E-127	451
Tc06v2_t005200.3	OLXF-5531	86.019	422	58	1	125	546	3	423	2.14E-127	451
Tc06v2_t005200.1	OLXF-5531	86.019	422	58	1	125	546	3	423	2.14E-127	451
Tc03v2_t013950.2	WYIG_grafted_with_BCAA-6955	90.774	336	31	0	121	456	1	336	6.38E-127	449
Tc03v2_t013950.2	OLXF-6955	90.774	336	31	0	121	456	1	336	6.38E-127	449
Tc03v2_t013950.1	WYIG_grafted_with_BCAA-6955	90.774	336	31	0	121	456	1	336	6.38E-127	449
Tc03v2_t013950.1	OLXF-6955	90.774	336	31	0	121	456	1	336	6.38E-127	449
Tc03v2_t013950.3	WYIG_grafted_with_BCAA-6955	90.774	336	31	0	121	456	1	336	6.38E-127	449
Tc03v2_t013950.3	OLXF-6955	90.774	336	31	0	121	456	1	336	6.38E-127	449
Tc03v2_t010560.2	UZWG-5644	83.891	478	69	7	661	1134	184	657	1.68E-126	449
Tc01v2_t032820.2	GLVK-5949	82.651	513	83	4	306	815	12	521	1.28E-126	449
Tc01v2_t032820.1	GLVK-5949	82.651	513	83	4	330	839	12	521	1.31E-126	449
Tc09v2_t012770.1	NHUA-6933	82.524	515	84	6	97	608	1	512	6.04E-126	448
Tc08v2_t010440.1	KVAY-5354	84.633	449	69	0	391	839	1	449	4.53E-126	448
Tc01v2_t013630.1	SLYR-5422	79.123	661	129	9	365	1021	2	657	5.59E-126	448
Tc01v2_t013630.2	SLYR-5422	79.123	661	129	9	365	1021	2	657	5.54E-126	448
Tc05v2_t024610.1	UMUL-5299	77.267	761	173	0	181	941	157	917	6.06E-126	448
Tc04v2_t001710.1	Orysa-5454	80.165	605	113	7	886	1487	547	1147	2.83E-125	446
Tc02v2_t001560.1	XMVD-7331	82.456	513	87	1	239	748	29	541	2.07E-125	446
Tc01v2_t008710.1	WYIG-6110	90.323	341	31	2	1	340	1	340	9.63E-126	446
Tc04v2_t004910.1	Arath-4954	76.303	844	192	8	553	1392	40	879	9.44E-125	444
Tc09v2_t000710.1	OLXF-6164	89.459	351	37	0	220	570	1	351	3.73E-125	444
Tc09v2_t008030.1	HAEU-5430	83.473	478	77	2	112	588	1	477	5.92E-125	444
Tc02v2_t014080.1	OLXF-6270	87.831	378	44	2	146	522	11	387	1.3E-124	442
Tc02v2_t001560.1	CAQZ-7331	82.669	502	84	2	223	721	13	514	2.67E-124	442
Tc05v2_t009470.1	TIUZ-6114	81.227	554	96	6	270	816	21	573	6.98E-124	440
Tc04v2_t010080.3	QTJY-4806	80.167	600	108	8	43	641	10	599	2.03E-123	438
Tc04v2_t016260.1	MZOB-6992	86.029	408	57	0	28	435	7	414	1.54E-123	438
Tc04v2_t010080.1	QTJY-4806	80.167	600	108	8	172	770	10	599	2.43E-123	438
Tc04v2_t010080.2	QTJY-4806	80.167	600	108	8	151	749	10	599	2.37E-123	438
Tc01v2_t023080.1	HOKG-6298	81.836	523	93	2	1	522	1	522	1.58E-123	438
Tc06v2_t003370.4	SLYR-6216	81.682	535	91	4	322	849	1	535	3.35E-123	438
Tc02v2_t019040.2	WXVX-5426	82.4	500	88	0	1282	1781	619	1118	2.4E-122	436
Tc02v2_t019040.1	WXVX-5426	82.4	500	88	0	1660	2159	619	1118	2.82E-122	436
Tc06v2_t002480.1	TIUZ-5660	87.903	372	44	1	307	677	132	503	9.81E-123	436
Tc06v2_t002480.2	TIUZ-5660	87.903	372	44	1	307	677	132	503	1.06E-122	436
Tc07v2_t003090.1	TIUZ-5822	82.922	486	79	3	325	808	1	484	4.19E-122	435
Tc09v2_t010850.2	GIPR-6962	83.983	462	62	6	163	624	13	462	8.86E-122	433
Tc08v2_t008950.2	ZSAB_grafted_with_VUSY-6457	85.372	417	61	0	253	669	1	417	9.79E-122	433
Tc08v2_t008950.1	ZSAB_grafted_with_VUSY-6457	85.372	417	61	0	253	669	1	417	1.04E-121	433
Tc08v2_t009990.4	OLXF_grafted_with_QTJY-4889	85.819	409	56	2	459	866	3	410	1.65E-121	433
Tc01v2_t026780.2	NUZN-5104	86.364	396	54	0	208	603	31	426	9.52E-122	433
Tc01v2_t022230.1	WYIG_grafted_with_SVVG-6854	80.492	569	107	4	190	756	1	567	1.09E-121	433
Tc01v2_t022230.1	SVVG-6854	80.492	569	107	4	190	756	1	567	1.09E-121	433
Tc06v2_t005470.1	ZSAB_grafted_with_AEPI-6320	89.275	345	37	0	309	653	3	347	2.69E-121	433
Tc09v2_t007330.1	HAEU-6528	85.891	404	57	0	178	581	16	419	3.05E-121	431
Tc04v2_t025150.1	LFOG-7628	82.845	478	82	0	499	976	22	499	2.3E-120	429
Tc01v2_t025080.1	UMUL-5138	80.645	558	104	3	95	650	20	575	1.98E-120	429
Tc01v2_t008710.1	OLXF-6110	89.412	340	36	0	1	340	1	340	9.7E-121	429
Tc01v2_t028600.1	SVVG-5919	84.282	439	69	0	308	746	14	452	1.39E-120	429
Tc03v2_t016780.1	UMUL-4691	82.129	498	89	0	169	666	1	498	4.74E-120	427
Tc04v2_t005100.3	NCVK-5699	78.045	706	136	12	28	731	1	689	7.3E-120	427
Tc04v2_t003200.1	WYIG_grafted_with_QIKZ-7577	90.214	327	32	0	193	519	1	327	5.08E-120	427
Tc02v2_t024400.6	UMUL-5702	82.947	475	79	2	477	950	198	671	7.97E-120	427
Tc02v2_t024400.1	UMUL-5702	82.947	475	79	2	414	887	198	671	7.54E-120	427
Tc02v2_t024400.8	UMUL-5702	82.947	475	79	2	483	956	198	671	8.01E-120	427
Tc02v2_t024400.5	UMUL-5702	82.947	475	79	2	483	956	198	671	8.01E-120	427
Tc02v2_t024400.11	UMUL-5702	82.947	475	79	2	483	956	198	671	8.01E-120	427
Tc02v2_t024400.9	UMUL-5702	82.947	475	79	2	483	956	198	671	8.01E-120	427
Tc02v2_t024400.3	UMUL-5702	82.947	475	79	2	483	956	198	671	8.01E-120	427
Tc02v2_t024400.4	UMUL-5702	82.947	475	79	2	477	950	198	671	7.97E-120	427
Tc02v2_t024400.2	UMUL-5702	82.947	475	79	2	477	950	198	671	7.97E-120	427
Tc02v2_t024400.10	UMUL-5702	82.947	475	79	2	483	956	198	671	8.01E-120	427
Tc09v2_t013320.1	NUZN-6406	83.664	453	74	0	337	789	1	453	7.46E-120	427
Tc09v2_t013320.2	NUZN-6406	83.664	453	74	0	337	789	1	453	7.95E-120	427
Tc01v2_t032180.1	WWKL-6526	85.401	411	60	0	403	813	1	411	5.45E-120	427
Tc10v2_t010380.1	VUSY-6550	87.037	378	49	0	277	654	1	378	4.33E-120	427
Tc02v2_t023870.1	WYIG_grafted_with_TJLC-6947	82.809	477	80	2	1009	1484	718	1193	5.23E-119	425
Tc02v2_t023870.1	TJLC-6947	82.809	477	80	2	1009	1484	718	1193	5.23E-119	425
Tc06v2_t007130.1	OLXF-5990	85.366	410	60	0	1	410	1	410	9.65E-120	425
Tc06v2_t007130.3	OLXF-5990	85.366	410	60	0	1	410	1	410	9.65E-120	425
Tc06v2_t014570.1	VTLJ-5220	80.208	576	106	7	181	752	1	572	1.84E-119	425
Tc06v2_t007130.2	OLXF-5990	85.366	410	60	0	1	410	1	410	9.65E-120	425
Tc07v2_t008070.1	JSZD-5893	82.546	487	80	3	238	723	31	513	7.32E-119	424
Tc02v2_t001560.2	Arath-7331	81.111	540	92	9	219	753	9	543	8.96E-119	424
Tc02v2_t001560.3	Arath-7331	81.111	540	92	9	219	753	9	543	9.7E-119	424
Tc01v2_t030770.1	WYIG-4802	90.712	323	21	3	701	1023	566	879	1.06E-118	424
Tc01v2_t008710.1	ZSAB-6110	89.118	340	37	0	1	340	1	340	4.51E-119	424
Tc01v2_t030750.1	WYIG-4802	86.432	398	39	8	2	399	497	879	3.39E-119	424
Tc03v2_t010560.2	OLXF_grafted_with_VUSY-5644	88.136	354	42	0	289	642	1	354	3.67E-118	422
Tc03v2_t009380.1	Poptr-v3.0-5716	82.341	487	84	2	115	600	1	486	9.36E-118	422
Tc04v2_t016260.2	MZOB-6992	85.468	406	58	1	28	432	7	412	1.45E-118	422
Tc04v2_t008790.1	WYIG_grafted_with_SVVG-7313	90.566	318	30	0	439	756	1	318	4.45E-118	422
Tc08v2_t016820.1	FYTP-6274	85.432	405	59	0	442	846	187	591	2.69E-118	422
Tc01v2_t022000.3	IXVJ-6376	81.168	531	94	5	76	603	7	534	2.62E-118	422
Tc01v2_t022000.2	IXVJ-6376	81.168	531	94	5	76	603	7	534	2.19E-118	422
Tc10v2_t010380.1	WYIG_grafted_with_YKQR-6550	87.603	363	45	0	277	639	1	363	2.01E-118	422
Tc10v2_t005720.1	AXBO-5427	84.259	432	68	0	829	1260	337	768	4.06E-118	422
Tc10v2_t005720.2	AXBO-5427	84.259	432	68	0	826	1257	337	768	4.05E-118	422
Tc03v2_t001070.1	AEPI-5032	78.683	638	130	4	959	1593	275	909	1.88E-117	420
Tc07v2_t002100.2	NUZN-6954	82.911	474	74	3	21	488	1	473	8.23E-118	420
Tc07v2_t002100.3	NUZN-6954	82.911	474	74	3	21	488	1	473	8.23E-118	420
Tc04v2_t010080.3	RKLL-4806	82.6	477	81	2	37	512	4	479	7.35E-118	420
Tc04v2_t013710.2	KYAD-6506	82.114	492	86	2	166	656	10	500	7.45E-118	420
Tc04v2_t010080.1	RKLL-4806	82.6	477	81	2	166	641	4	479	8.82E-118	420
Tc04v2_t010080.2	RKLL-4806	82.6	477	81	2	145	620	4	479	8.58E-118	420
Tc02v2_t001560.1	Arath-7331	81.111	540	89	10	219	750	9	543	1.25E-117	420
Tc08v2_t005670.2	WCOR-5551	77.128	752	154	15	397	1139	25	767	1.35E-117	420
Tc01v2_t034410.1	Arath-4989	78.111	667	142	4	316	980	1	665	1.22E-117	420
Tc04v2_t013710.2	OXYP-6506	83.71	442	72	0	223	664	67	508	2.68E-117	418
Tc09v2_t017440.1	WYIG-6978	89.846	325	33	0	217	541	4	328	4.91E-117	418
Tc09v2_t017440.2	WYIG-6978	89.846	325	33	0	217	541	4	328	4.65E-117	418
Tc01v2_t026780.2	ZSSR-5104	86.737	377	49	1	208	584	32	407	2.67E-117	418
Tc07v2_t008110.1	OLXF-5893	86.198	384	53	0	83	466	380	763	8.13E-117	416
Tc08v2_t014320.6	OLXF-5843	87.675	357	44	0	211	567	1	357	8.84E-117	416
Tc08v2_t014320.8	OLXF-5843	87.675	357	44	0	211	567	1	357	8.84E-117	416
Tc08v2_t014320.5	OLXF-5843	87.675	357	44	0	211	567	1	357	8.84E-117	416
Tc08v2_t014320.1	OLXF-5843	87.675	357	44	0	211	567	1	357	8.84E-117	416
Tc08v2_t014320.4	OLXF-5843	87.675	357	44	0	211	567	1	357	8.84E-117	416
Tc06v2_t014570.2	VTLJ-5220	79.965	579	105	9	181	755	1	572	1.11E-116	416
Tc06v2_t003370.1	SLYR-6216	80.797	552	89	6	322	873	1	535	1.61E-116	416
Tc07v2_t001300.1	PSJT-5449	80.36	555	101	5	656	1209	497	1044	6.68E-116	414
Tc04v2_t013710.2	UMUL-6506	83.945	436	66	4	235	668	79	512	3.47E-116	414
Tc06v2_t003290.1	AALA-5858	79.27	603	118	6	1	600	1	599	5.94E-116	414
Tc06v2_t003290.2	AALA-5858	79.27	603	118	6	1	600	1	599	5.94E-116	414
Tc06v2_t004750.1	QSKP-6405	79.791	574	112	4	82	653	1	572	8.81E-116	414
Tc06v2_t003290.3	AALA-5858	79.27	603	118	6	1	600	1	599	5.94E-116	414
Tc06v2_t004750.2	QSKP-6405	79.791	574	112	4	82	653	1	572	8.88E-116	414
Tc05v2_t005610.1	NHAG-6282	82.9	462	78	1	209	669	7	468	3.47E-116	414
Tc10v2_t005230.1	RQZP-5926	76.412	797	168	17	150	936	9	795	1.82E-115	412
Tc03v2_t021440.3	NUZN-5428	84.286	420	66	0	79	498	1	420	6.07E-115	411
Tc03v2_t021440.4	NUZN-5428	84.286	420	66	0	79	498	1	420	6.07E-115	411
Tc03v2_t004440.1	VYGG-6780	88.116	345	41	0	262	606	28	372	4.03E-115	411
Tc03v2_t026750.1	ZSAB_grafted_with_Theca-v1.1-5123	89.362	329	32	1	232	557	1	329	6.64E-115	411
Tc03v2_t021440.2	NUZN-5428	84.286	420	66	0	79	498	1	420	6.07E-115	411
Tc04v2_t010080.3	HLJG-4806	79.024	615	117	7	36	647	3	608	4.42E-115	411
Tc04v2_t010080.1	HLJG-4806	79.024	615	117	7	165	776	3	608	5.31E-115	411
Tc04v2_t010080.2	HLJG-4806	79.024	615	117	7	144	755	3	608	5.16E-115	411
Tc08v2_t010360.1	OLXF-6379	93.19	279	19	0	137	415	11	289	2.76E-115	411
Tc06v2_t004370.1	NUZN-7021	82.353	476	80	4	394	867	7	480	8.21E-115	411
Tc03v2_t004440.1	HYZL-6780	87.535	353	44	0	254	606	20	372	1.45E-114	409
Tc02v2_t008790.2	HAEU-5870	85.496	393	56	1	351	743	7	398	1.82E-114	409
Tc09v2_t004470.1	Ambtr-6454	79.825	570	107	8	12	577	12	577	1.46E-114	409
Tc09v2_t012770.1	XFFT-6933	81.312	503	94	0	97	599	1	503	2.85E-114	409
Tc06v2_t005200.2	WYIG_grafted_with_FYTP-5531	90.82	305	28	0	145	449	1	305	1.31E-114	409
Tc06v2_t005200.3	WYIG_grafted_with_FYTP-5531	90.82	305	28	0	145	449	1	305	1.31E-114	409
Tc06v2_t005200.1	WYIG_grafted_with_FYTP-5531	90.82	305	28	0	145	449	1	305	1.31E-114	409
Tc07v2_t010420.1	UMUL-5206	82.203	472	84	0	267	738	66	537	6.38E-114	407
Tc04v2_t010080.3	GBVZ-4806	79.008	605	119	5	38	641	5	602	5.72E-114	407
Tc04v2_t010080.1	GBVZ-4806	79.008	605	119	5	167	770	5	602	6.86E-114	407
Tc04v2_t010080.2	GBVZ-4806	79.008	605	119	5	146	749	5	602	6.68E-114	407
Tc02v2_t012200.1	FYTP-5703	83.153	463	61	8	901	1347	1	462	1.63E-113	407
Tc02v2_t023830.2	OLXF-6407	87.535	353	42	2	148	499	1	352	4.41E-114	407
Tc05v2_t011800.1	WYIG_grafted_with_XRLM-6265	83.186	452	69	4	271	720	4	450	6.28E-114	407
Tc07v2_t006820.1	BWRK-6128	76.774	775	148	26	184	931	16	785	2.99E-113	405
Tc08v2_t005670.1	WCOR-5551	77.049	732	150	15	315	1037	45	767	3.47E-113	405
Tc06v2_t010750.1	ZSAB-6557	90.523	306	29	0	292	597	1	306	2.57E-113	405
Tc05v2_t014220.1	ZHEE-6175	84.3	414	65	0	1204	1617	472	885	5.39E-113	405
Tc03v2_t025680.2	Arath-5944	76.278	763	177	4	31	791	7	767	1.03E-112	403
Tc04v2_t012370.1	QUTB-6864	88.554	332	38	0	286	617	1	332	7.23E-113	403
Tc09v2_t021590.2	FVXD-5913	79.574	563	115	0	482	1044	5	567	1.42E-112	403
Tc09v2_t021590.4	FVXD-5913	79.574	563	115	0	482	1044	5	567	1.42E-112	403
Tc09v2_t021590.1	FVXD-5913	79.574	563	115	0	482	1044	5	567	1.42E-112	403
Tc09v2_t021590.3	FVXD-5913	79.574	563	115	0	482	1044	5	567	1.42E-112	403
Tc01v2_t022000.3	Ambtr-6376	77.845	659	140	6	75	730	9	664	9.5E-113	403
Tc06v2_t009780.2	WYIG_grafted_with_Theca-v1.1-6430	93.382	272	18	0	10	281	1	272	3.04E-113	403
Tc06v2_t009780.1	WYIG_grafted_with_Theca-v1.1-6430	93.382	272	18	0	10	281	1	272	3.04E-113	403
Tc05v2_t010720.1	LVUS-6538	79.281	584	115	5	223	803	16	596	9.02E-113	403
Tc05v2_t013050.1	OLXF_grafted_with_VUSY-6791	83.261	460	56	10	49	504	17	459	7.4E-113	403
Tc09v2_t008730.2	PTLU-6238	82.96	446	74	2	482	926	248	692	6.3E-112	401
Tc09v2_t008730.1	PTLU-6238	82.96	446	74	2	482	926	248	692	5.18E-112	401
Tc06v2_t009780.3	Theca-v1.1-6430	100	217	0	0	10	226	1	217	1.07E-112	401
Tc07v2_t003890.1	WYIG-5744	86.835	357	47	0	160	516	1	357	7.38E-112	399
Tc08v2_t008950.3	VUSY-6457	84.848	396	60	0	304	699	1	396	1.01E-111	399
Tc01v2_t022000.2	Ambtr-6376	79.679	561	108	6	75	632	9	566	1.03E-111	399
Tc06v2_t014570.1	HLJG-5220	79.422	588	103	12	181	765	1	573	1.12E-111	399
Tc10v2_t010380.1	YKQR-6550	86.501	363	49	0	277	639	1	363	9.44E-112	399
TcUnv2_t000300.1	AIOU-6284	76.22	799	163	21	443	1235	56	833	8.33E-111	398
Tc02v2_t008790.1	MAQO-5870	82.883	444	74	2	55	497	1	443	3.76E-111	398
Tc09v2_t010850.1	WYIG_grafted_with_PAZJ-6962	94.862	253	13	0	333	585	222	474	1.09E-110	396
Tc03v2_t007040.4	BJKT-6631	76.104	770	175	8	167	930	41	807	6.3E-110	394
Tc03v2_t007040.1	BJKT-6631	76.104	770	175	8	2	765	41	807	5.16E-110	394
Tc09v2_t005050.1	XQRV-5554	76.59	739	159	12	1	732	1	732	1E-109	394
Tc05v2_t003100.3	Arath-5849	79.926	543	103	6	100	639	1	540	4.31E-110	394
Tc03v2_t000270.3	WYIG_grafted_with_QUTB-6792	80.309	518	102	0	289	806	1	518	2.08E-109	392
Tc03v2_t000270.2	WYIG_grafted_with_QUTB-6792	80.309	518	102	0	289	806	1	518	2.25E-109	392
Tc03v2_t007040.2	BJKT-6631	79.13	575	115	5	167	739	41	612	2.06E-109	392
Tc01v2_t030280.2	OLXF-5355	91.034	290	26	0	394	683	1	290	3.17E-109	392
Tc01v2_t030280.1	OLXF-5355	91.034	290	26	0	394	683	1	290	3.17E-109	392
Tc06v2_t012500.1	NXTS-6883	84.694	392	60	0	355	746	1	392	2.28E-109	392
Tc05v2_t005820.2	TORX-7363	81.799	478	77	8	211	683	64	536	1.67E-109	392
Tc07v2_t003090.1	HAEU-5822	81.01	495	90	4	316	808	1	493	9.19E-109	390
Tc07v2_t000910.1	MAQO-5464	76.439	747	158	10	103	846	1	732	3.63E-108	388
Tc04v2_t013710.1	CWZU-6506	84.615	390	60	0	166	555	10	399	1.74E-108	388
Tc02v2_t000750.4	WYIG_grafted_with_AUGV-6969	91.228	285	25	0	88	372	1	285	1.13E-108	388
Tc02v2_t029150.1	HQRJ-5733	83.215	423	71	0	268	690	1	423	3.15E-108	388
Tc02v2_t000750.2	WYIG_grafted_with_AUGV-6969	91.228	285	25	0	103	387	1	285	1.18E-108	388
Tc08v2_t008420.1	QUTB-7194	84.029	407	62	1	346	752	43	446	2.54E-108	388
Tc08v2_t008420.2	QUTB-7194	84.029	407	62	1	346	752	43	446	2.55E-108	388
Tc08v2_t010440.1	ZUHO-5354	81.136	493	84	8	352	840	7	494	1E-107	387
Tc09v2_t017440.4	WYIG-6978	89.803	304	26	3	1	304	30	328	4E-107	385
Tc01v2_t032180.1	NUZN-6526	83.614	415	62	5	403	814	1	412	3.33E-107	385
Tc06v2_t014570.2	HLJG-5220	79.019	591	103	13	181	768	1	573	3.14E-107	385
Tc05v2_t003100.2	Arath-5849	79.67	546	102	7	100	642	1	540	2.6E-107	385
Tc03v2_t021440.1	NUZN-5428	84.359	390	61	0	1	390	31	420	1.16E-106	383
Tc09v2_t008590.1	UMUL-5596	82.579	442	69	7	1504	1941	16	453	6.96E-106	383
Tc01v2_t034410.1	XFFT-4989	88.162	321	38	0	316	636	1	321	1.61E-106	383
Tc05v2_t005820.1	TORX-7363	81.59	478	75	10	211	680	64	536	1E-106	383
Tc03v2_t027140.2	TDTF-6226	80.473	507	91	7	692	1194	203	705	7.73E-106	381
Tc07v2_t008110.1	ZSAB-5893	84.96	379	54	3	83	458	290	668	2.97E-106	381
Tc02v2_t019040.2	BNTL-5426	80.825	485	91	2	1297	1780	1087	1570	4.1E-105	379
Tc02v2_t019040.1	BNTL-5426	80.825	485	91	2	1675	2158	1087	1570	4.82E-105	379
Tc03v2_t000270.3	QUTB-6792	78.853	558	118	0	289	846	1	558	5.82E-105	377
Tc08v2_t010440.1	FWBF-5354	82.407	432	76	0	406	837	1	432	6.03E-105	377
Tc03v2_t009380.1	IDAU-5716	80.573	489	93	2	115	602	1	488	7.39E-104	375
Tc03v2_t004440.1	FYTP-6780	86	350	48	1	258	606	23	372	5.29E-104	374
Tc05v2_t013050.1	ZSAB_grafted_with_VUSY-6791	82.151	465	55	10	49	504	17	462	5.8E-104	374
Tc04v2_t001770.1	THHD-6048	89.691	291	30	0	83	373	8	298	1.19E-103	372
Tc04v2_t008790.1	SVVG-7313	87.736	318	39	0	439	756	1	318	4.54E-103	372
Tc04v2_t001770.3	THHD-6048	89.691	291	30	0	83	373	8	298	1.19E-103	372
Tc04v2_t001770.2	THHD-6048	89.691	291	30	0	83	373	8	298	1.19E-103	372
Tc02v2_t014080.2	WYIG-6270	90.244	287	25	3	147	431	12	297	1.82E-103	372
Tc02v2_t013220.1	ZSAB-7296	90.426	282	27	0	70	351	1	282	1.61E-103	372
Tc05v2_t004850.1	Arath-6667	78.459	571	121	2	739	1308	61	630	4.85E-103	372
Tc04v2_t025720.1	OLXF-5260	90.391	281	27	0	122	402	5	285	6.7E-103	370
Tc02v2_t019040.2	ABSS-5426	80.842	475	87	2	1312	1784	883	1355	2.47E-102	370
Tc02v2_t019040.1	ABSS-5426	80.842	475	87	2	1690	2162	883	1355	2.9E-102	370
Tc01v2_t023230.2	OLXF-5933	87.697	317	39	0	860	1176	620	936	1.37E-102	370
Tc01v2_t023230.1	OLXF-5933	87.697	317	39	0	839	1155	620	936	1.35E-102	370
Tc06v2_t004750.1	MAQO-6405	77.833	600	131	2	82	680	1	599	1.93E-102	370
Tc06v2_t004750.2	MAQO-6405	77.833	600	131	2	82	680	1	599	1.95E-102	370
Tc03v2_t000270.2	QUTB-6792	78.793	547	116	0	289	835	1	547	3.79E-102	368
Tc01v2_t023080.1	WYIG-6298	92.885	253	18	0	1	253	1	253	2.11E-102	368
Tc09v2_t023010.1	VYGG-6447	84.051	395	48	9	173	555	41	432	8.35E-102	366
Tc09v2_t008290.1	WWKL-5460	83.673	392	60	3	22	411	1	390	1.02E-101	366
Tc09v2_t010850.1	ZSAB-6962	93.827	243	15	0	333	575	225	467	8.53E-102	366
Tc08v2_t008950.2	VUSY-6457	84.699	366	56	0	304	669	1	366	1.01E-101	366
Tc08v2_t008950.1	VUSY-6457	84.699	366	56	0	304	669	1	366	1.07E-101	366
Tc08v2_t008950.3	HAEU-6457	83.632	391	62	2	301	690	136	525	1.03E-101	366
Tc04v2_t014020.1	BJKT-5131	77.815	604	124	9	367	965	1	599	5.21E-101	364
Tc01v2_t023770.1	UMUL-6432	82.423	421	71	2	254	674	44	461	3.62E-101	364
Tc02v2_t000750.4	OLXF_grafted_with_AUGV-6969	89.753	283	29	0	90	372	3	285	6.85E-101	363
Tc02v2_t000750.2	OLXF_grafted_with_AUGV-6969	89.753	283	29	0	105	387	3	285	7.15E-101	363
Tc01v2_t026590.2	WYIG-5634	92.188	256	20	0	863	1118	500	755	2.59E-100	363
Tc01v2_t026590.1	WYIG-5634	92.188	256	20	0	863	1118	500	755	2.59E-100	363
Tc03v2_t003330.7	WYIG-6738	87.908	306	37	0	1	306	1	306	2.02E-100	361
Tc03v2_t003330.1	WYIG-6738	87.908	306	37	0	1	306	1	306	2.02E-100	361
Tc03v2_t003330.2	WYIG-6738	87.908	306	37	0	1	306	1	306	2.02E-100	361
Tc03v2_t003330.8	WYIG-6738	87.908	306	37	0	1	306	1	306	2.02E-100	361
Tc09v2_t026280.1	OLXF-5064	94.805	231	12	0	1	231	1	231	1.94E-100	361
Tc05v2_t005610.2	ZSAB-6282	91.011	267	24	0	206	472	5	271	4.28E-100	361
Tc01v2_t025070.1	ZSAB-6705	88.737	293	33	0	10	302	1	293	7.5E-100	359
Tc01v2_t016350.1	WYIG-7371	94.421	233	13	0	122	354	2	234	8.56E-100	359
Tc05v2_t013050.2	OLXF_grafted_with_VUSY-6791	87.147	319	38	3	69	384	141	459	1.32E-99	359
Tc03v2_t016700.1	MAQO-6488	80.687	466	85	5	544	1008	214	675	1.05E-98	357
Tc03v2_t019240.2	VYGG-7361	84.986	353	49	4	319	669	1	351	2.12E-98	355
Tc03v2_t000270.1	WYIG_grafted_with_QUTB-6792	79.344	518	98	2	289	797	1	518	2.92E-98	355
Tc09v2_t023010.1	NGRR-6447	83.333	396	54	6	175	558	37	432	1.81E-98	355
Tc09v2_t012770.1	ZSAB_grafted_with_BXBF-6933	79.681	502	95	4	112	608	13	512	3.77E-98	355
Tc09v2_t013050.1	ZSAB-6449	92.063	252	20	0	7	258	1	252	9.51E-99	355
Tc03v2_t004440.2	WYIG-6780	92.032	251	20	0	263	513	104	354	5.87E-98	353
Tc10v2_t006450.1	ZSAB-6068	90.074	272	27	0	148	419	1	272	5.11E-98	353
Tc05v2_t005610.1	Arath-6282	81.136	440	83	0	202	641	1	440	7.66E-98	353
Tc07v2_t008110.1	JSZD-5893	84.341	364	52	3	83	445	155	514	2.33E-97	351
Tc04v2_t013710.2	TEZA-6506	79.029	515	104	4	157	669	1	513	9.91E-97	350
Tc09v2_t025370.1	XHKT-5188	77.933	571	119	5	1	566	1	569	1.72E-96	350
Tc09v2_t018030.1	WYIG-6532	91.373	255	22	0	298	552	1	255	8.27E-97	350
Tc09v2_t019990.1	INQX-5980	85.933	327	46	0	532	858	1	327	1.91E-96	350
Tc09v2_t021850.1	Theca-v1.1-6886	99.479	192	1	0	1	192	1	192	4.19E-97	350
Tc09v2_t019990.2	INQX-5980	85.933	327	46	0	532	858	1	327	1.91E-96	350
Tc04v2_t005100.4	NCVK-5699	80.128	468	91	2	28	494	1	467	5.12E-96	348
