Query	Subject	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
FWBF-5354	Tc08v2_t010440.1	82.407	432	76	0	1	432	406	837	3.29E-104	377
KVAY-5354	Tc08v2_t010440.1	84.633	449	69	0	1	449	391	839	2.56E-125	448
ZUHO-5354	Tc08v2_t010440.1	81.136	493	84	8	7	494	352	840	6.26E-107	387
OLXF-5354	Tc08v2_t010440.1	93.574	498	32	0	1	498	346	843	0	743
CWZU-6733	Tc01v2_t004780.1	82.171	387	67	2	2	387	254	639	2.28E-90	331
CWZU-6733	Tc01v2_t004780.2	81.867	375	66	2	2	375	254	627	2.29E-85	315
CWZU-6733	Tc01v2_t004780.3	81.867	375	66	2	2	375	254	627	2.29E-85	315
WYIG_grafted_with_WWKL-4793	Tc04v2_t005270.1	91.455	433	37	0	63	495	561	993	3.09E-169	595
OLXF_grafted_with_WWKL-4793	Tc04v2_t005270.1	87.69	658	79	2	121	777	1123	1779	0	765
VYGG-6407	Tc02v2_t023830.1	81.934	393	71	0	9	401	156	548	6.6E-91	333
VYGG-6407	Tc02v2_t023830.2	84.295	312	49	0	9	320	156	467	1.44E-82	305
OLXF-6407	Tc02v2_t023830.1	88.586	403	44	2	1	402	148	549	1.33E-137	488
OLXF-6407	Tc02v2_t023830.2	87.535	353	42	2	1	352	148	499	3.83E-113	407
LWDA-6636	Tc02v2_t016310.1	82.643	628	103	5	1	625	247	871	2.66E-156	551
WYIG_grafted_with_LWDA-6636	Tc02v2_t016310.1	84.554	628	91	5	1	625	247	871	2.59E-176	617
OLXF-6636	Tc02v2_t016310.1	87.379	618	78	0	7	624	253	870	0	710
LFOG-6488	Tc03v2_t016700.1	86.093	453	61	2	1	452	544	995	5.58E-137	486
MAQO-6488	Tc03v2_t016700.1	80.769	468	81	9	214	675	544	1008	6.73E-98	357
QTJY-6488	Tc03v2_t016700.1	82.094	363	65	0	214	576	544	906	4.5E-84	311
ZSAB-6488	Tc03v2_t016700.1	88.579	753	83	1	1	753	256	1005	0	911
WYIG_grafted_with_LFOG-6488	Tc03v2_t016700.1	90.043	462	46	0	1	462	544	1005	6.87E-171	599
QTJY-6373	Tc01v2_t017690.1	83.255	848	132	10	1	843	355	1197	0	771
VYGG-6373	Tc01v2_t017690.1	83.986	843	117	1	1	825	355	1197	0	793
OLXF-6373	Tc01v2_t017690.1	93.128	844	56	2	1	843	355	1197	0	1236
QTJY-6029	Tc08v2_t014310.1	83.573	627	101	2	1	626	388	1013	7.41E-167	586
VYGG-6029	Tc08v2_t014310.1	87.179	624	78	2	1	623	400	1022	0	708
WWKL-6029	Tc08v2_t014310.1	88.649	740	84	0	2	741	182	921	0	902
OLXF-6029	Tc08v2_t014310.1	91.521	861	73	0	1	861	163	1023	0	1186
WYIG_grafted_with_WWKL-6029	Tc08v2_t014310.1	90.736	842	78	0	2	843	182	1023	0	1123
SVVG-6854	Tc01v2_t022230.2	80.811	740	135	5	1	738	190	924	6.73E-163	573
SVVG-6854	Tc01v2_t022230.1	80.492	569	107	4	1	567	190	756	1.19E-120	433
WYIG_grafted_with_SVVG-6854	Tc01v2_t022230.2	82.153	734	127	4	1	732	190	921	5.07E-179	627
WYIG_grafted_with_SVVG-6854	Tc01v2_t022230.1	80.492	569	107	4	1	567	190	756	1.19E-120	433
JSZD-5893	Tc07v2_t008070.1	82.546	487	80	3	31	513	238	723	5.18E-118	424
JSZD-5893	Tc07v2_t008110.1	84.341	364	52	3	155	514	83	445	2.48E-96	351
OLXF-5893	Tc07v2_t008070.1	83.69	748	116	4	19	763	1	745	0	701
OLXF-5893	Tc07v2_t008110.1	86.198	384	53	0	380	763	83	466	1.25E-115	416
ZSAB-5893	Tc07v2_t008110.1	84.96	379	54	3	290	668	83	458	3.95E-105	381
GLVK-5949	Tc01v2_t032820.1	82.651	513	83	4	12	521	330	839	8.65E-126	449
GLVK-5949	Tc01v2_t032820.2	82.651	513	83	4	12	521	306	815	8.65E-126	449
OLXF_grafted_with_GLVK-5949	Tc01v2_t032820.1	88.743	533	54	4	12	541	330	859	0	647
OLXF_grafted_with_GLVK-5949	Tc01v2_t032820.2	88.743	533	54	4	12	541	306	835	0	647
TIUZ-5977	Tc04v2_t001630.1	85.413	617	84	1	8	618	173	789	0	636
HENI-5853	Tc02v2_t030670.1	84.543	634	98	0	1	634	1	634	1.24E-179	628
OLXF-5853	Tc02v2_t030670.1	90.248	646	63	0	24	669	24	669	0	845
FYTP-5271	Tc04v2_t000990.2	82.753	574	97	2	22	594	253	825	4.27E-144	510
FYTP-5271	Tc04v2_t000990.5	82.753	574	97	2	22	594	253	825	4.27E-144	510
FYTP-5271	Tc04v2_t000990.3	82.753	574	97	2	22	594	253	825	4.27E-144	510
FYTP-5271	Tc04v2_t000990.1	82.753	574	97	2	22	594	253	825	4.27E-144	510
FYTP-5271	Tc04v2_t000990.4	82.753	574	97	2	22	594	253	825	4.27E-144	510
OLXF-5271	Tc04v2_t000990.2	89.731	594	61	0	1	594	232	825	0	760
OLXF-5271	Tc04v2_t000990.5	89.731	594	61	0	1	594	232	825	0	760
OLXF-5271	Tc04v2_t000990.3	89.731	594	61	0	1	594	232	825	0	760
OLXF-5271	Tc04v2_t000990.1	89.731	594	61	0	1	594	232	825	0	760
OLXF-5271	Tc04v2_t000990.4	89.731	594	61	0	1	594	232	825	0	760
ZSAB_grafted_with_FYTP-5271	Tc04v2_t000990.2	85.522	594	86	0	1	594	232	825	1.89E-177	621
ZSAB_grafted_with_FYTP-5271	Tc04v2_t000990.5	85.522	594	86	0	1	594	232	825	1.89E-177	621
ZSAB_grafted_with_FYTP-5271	Tc04v2_t000990.3	85.522	594	86	0	1	594	232	825	1.89E-177	621
ZSAB_grafted_with_FYTP-5271	Tc04v2_t000990.1	85.522	594	86	0	1	594	232	825	1.89E-177	621
ZSAB_grafted_with_FYTP-5271	Tc04v2_t000990.4	85.522	594	86	0	1	594	232	825	1.89E-177	621
WYIG-5271	Tc04v2_t000990.2	87.059	595	75	2	1	594	232	825	0	671
WYIG-5271	Tc04v2_t000990.5	87.059	595	75	2	1	594	232	825	0	671
WYIG-5271	Tc04v2_t000990.3	87.059	595	75	2	1	594	232	825	0	671
WYIG-5271	Tc04v2_t000990.1	87.059	595	75	2	1	594	232	825	0	671
WYIG-5271	Tc04v2_t000990.4	87.059	595	75	2	1	594	232	825	0	671
WYIG-6227	Tc05v2_t017240.1	90.525	591	56	0	1	591	238	828	0	782
WYIG-6746	Tc04v2_t021240.1	89.459	370	39	0	15	384	36	405	1.65E-131	468
Carpa-ASGPBv0.4-6274	Tc08v2_t016820.4	85.232	474	68	2	5	477	512	984	5.73E-137	486
Carpa-ASGPBv0.4-6274	Tc08v2_t016820.3	85.232	474	68	2	5	477	500	972	5.73E-137	486
Carpa-ASGPBv0.4-6274	Tc08v2_t016820.6	85.232	474	68	2	5	477	320	792	5.73E-137	486
Carpa-ASGPBv0.4-6274	Tc08v2_t016820.2	85.232	474	68	2	5	477	512	984	5.73E-137	486
Carpa-ASGPBv0.4-6274	Tc08v2_t016820.5	85.232	474	68	2	5	477	320	792	5.73E-137	486
FYTP-6274	Tc08v2_t016820.4	85.842	558	79	0	34	591	427	984	4.1E-169	593
FYTP-6274	Tc08v2_t016820.3	85.842	558	79	0	34	591	415	972	4.1E-169	593
FYTP-6274	Tc08v2_t016820.6	85.842	558	79	0	34	591	235	792	4.1E-169	593
FYTP-6274	Tc08v2_t016820.2	85.842	558	79	0	34	591	427	984	4.1E-169	593
FYTP-6274	Tc08v2_t016820.5	85.842	558	79	0	34	591	235	792	4.1E-169	593
FYTP-6274	Tc08v2_t016820.1	85.432	405	59	0	187	591	442	846	2.05E-117	422
ZSAB-6274	Tc08v2_t016820.4	88.435	588	68	0	1	588	397	984	0	710
ZSAB-6274	Tc08v2_t016820.3	88.435	588	68	0	1	588	385	972	0	710
ZSAB-6274	Tc08v2_t016820.6	88.435	588	68	0	1	588	205	792	0	710
ZSAB-6274	Tc08v2_t016820.2	88.435	588	68	0	1	588	397	984	0	710
ZSAB-6274	Tc08v2_t016820.5	88.435	588	68	0	1	588	205	792	0	710
ZSAB-6274	Tc08v2_t016820.1	87.715	407	50	0	182	588	440	846	1.54E-133	475
WYIG-6274	Tc08v2_t016820.4	88.156	591	70	0	1	591	394	984	0	704
WYIG-6274	Tc08v2_t016820.3	88.156	591	70	0	1	591	382	972	0	704
WYIG-6274	Tc08v2_t016820.6	88.156	591	70	0	1	591	202	792	0	704
WYIG-6274	Tc08v2_t016820.2	88.156	591	70	0	1	591	394	984	0	704
WYIG-6274	Tc08v2_t016820.5	88.156	591	70	0	1	591	202	792	0	704
WYIG-6274	Tc08v2_t016820.1	89.189	407	44	0	185	591	440	846	1.53E-143	508
WYIG-5940	Tc04v2_t021700.2	91.456	831	71	0	1	831	220	1050	0	1142
WYIG-5940	Tc04v2_t021700.3	91.456	831	71	0	1	831	79	909	0	1142
WYIG-5940	Tc04v2_t021700.1	91.456	831	71	0	1	831	79	909	0	1142
WYIG-5940	Tc04v2_t021700.4	91.456	831	71	0	1	831	79	909	0	1142
OLXF_grafted_with_WWKL-5940	Tc04v2_t021700.2	84.493	690	105	2	1	689	220	908	0	680
OLXF_grafted_with_WWKL-5940	Tc04v2_t021700.3	84.493	690	105	2	1	689	79	767	0	680
OLXF_grafted_with_WWKL-5940	Tc04v2_t021700.1	84.493	690	105	2	1	689	79	767	0	680
OLXF_grafted_with_WWKL-5940	Tc04v2_t021700.4	84.493	690	105	2	1	689	79	767	0	680
DFYF-5528	Tc10v2_t010210.1	83.159	1336	205	9	73	1392	85	1416	0	1203
DFYF-5528	Tc10v2_t010210.2	83.159	1336	205	9	73	1392	85	1416	0	1203
DFYF-5528	Tc10v2_t010210.4	82.201	1354	203	16	73	1392	85	1434	0	1131
DFYF-5528	Tc10v2_t010210.3	82.201	1354	203	16	73	1392	85	1434	0	1131
DFYF-5528	Tc10v2_t010210.5	83.538	1057	154	9	352	1392	1	1053	0	970
DFYF-5528	Tc10v2_t010210.7	83.673	1029	148	9	380	1392	170	1194	0	952
DFYF-5528	Tc10v2_t010210.6	83.673	1029	148	9	380	1392	47	1071	0	952
FGRF-5528	Tc10v2_t010210.1	78.187	1302	271	10	1	1296	113	1407	0	819
FGRF-5528	Tc10v2_t010210.2	78.187	1302	271	10	1	1296	113	1407	0	819
FGRF-5528	Tc10v2_t010210.4	77.5	1320	266	15	1	1296	113	1425	0	763
FGRF-5528	Tc10v2_t010210.3	77.5	1320	266	15	1	1296	113	1425	0	763
FGRF-5528	Tc10v2_t010210.5	78.36	1049	217	7	253	1296	1	1044	0	671
FGRF-5528	Tc10v2_t010210.7	78.529	1006	206	7	296	1296	185	1185	0	652
FGRF-5528	Tc10v2_t010210.6	78.529	1006	206	7	296	1296	62	1062	0	652
HENI-5528	Tc10v2_t010210.1	84.61	1345	205	2	1	1344	13	1356	0	1336
HENI-5528	Tc10v2_t010210.2	84.61	1345	205	2	1	1344	13	1356	0	1336
HENI-5528	Tc10v2_t010210.4	83.712	1363	202	8	1	1344	13	1374	0	1269
HENI-5528	Tc10v2_t010210.3	83.712	1363	202	8	1	1344	13	1374	0	1269
HENI-5528	Tc10v2_t010210.5	86.405	993	135	0	352	1344	1	993	0	1086
HENI-5528	Tc10v2_t010210.7	86.853	966	127	0	379	1344	169	1134	0	1081
HENI-5528	Tc10v2_t010210.6	86.853	966	127	0	379	1344	46	1011	0	1081
NTEO-5528	Tc10v2_t010210.1	81.51	1152	209	4	56	1205	209	1358	0	944
NTEO-5528	Tc10v2_t010210.2	81.51	1152	209	4	56	1205	209	1358	0	944
NTEO-5528	Tc10v2_t010210.4	80.427	1170	207	10	56	1205	209	1376	0	872
NTEO-5528	Tc10v2_t010210.3	80.427	1170	207	10	56	1205	209	1376	0	872
NTEO-5528	Tc10v2_t010210.5	81.244	997	183	4	211	1205	1	995	0	802
NTEO-5528	Tc10v2_t010210.7	81.451	965	175	4	243	1205	174	1136	0	787
NTEO-5528	Tc10v2_t010210.6	81.451	965	175	4	243	1205	51	1013	0	787
WYIG_grafted_with_HENI-5528	Tc10v2_t010210.1	86.097	1345	185	2	1	1344	13	1356	0	1447
WYIG_grafted_with_HENI-5528	Tc10v2_t010210.2	86.097	1345	185	2	1	1344	13	1356	0	1447
WYIG_grafted_with_HENI-5528	Tc10v2_t010210.4	85.18	1363	182	8	1	1344	13	1374	0	1380
WYIG_grafted_with_HENI-5528	Tc10v2_t010210.3	85.18	1363	182	8	1	1344	13	1374	0	1380
WYIG_grafted_with_HENI-5528	Tc10v2_t010210.5	88.419	993	115	0	352	1344	1	993	0	1197
WYIG_grafted_with_HENI-5528	Tc10v2_t010210.7	88.923	966	107	0	379	1344	169	1134	0	1192
WYIG_grafted_with_HENI-5528	Tc10v2_t010210.6	88.923	966	107	0	379	1344	46	1011	0	1192
ZSAB_grafted_with_HENI-5528	Tc10v2_t010210.1	84.888	1158	170	3	1	1154	13	1169	0	1164
ZSAB_grafted_with_HENI-5528	Tc10v2_t010210.2	84.888	1158	170	3	1	1154	13	1169	0	1164
ZSAB_grafted_with_HENI-5528	Tc10v2_t010210.4	83.844	1176	167	9	1	1154	13	1187	0	1098
ZSAB_grafted_with_HENI-5528	Tc10v2_t010210.3	83.844	1176	167	9	1	1154	13	1187	0	1098
ZSAB_grafted_with_HENI-5528	Tc10v2_t010210.5	87.221	806	100	1	352	1154	1	806	0	915
ZSAB_grafted_with_HENI-5528	Tc10v2_t010210.7	87.805	779	92	1	379	1154	169	947	0	909
ZSAB_grafted_with_HENI-5528	Tc10v2_t010210.6	87.805	779	92	1	379	1154	46	824	0	909
WYIG-5469	Tc08v2_t001510.1	89.673	581	56	4	1	579	106	684	0	737
HAEU-5822	Tc07v2_t003090.1	81.01	495	90	4	1	493	316	808	6.88E-108	390
TIUZ-5822	Tc07v2_t003090.1	82.922	486	79	3	1	484	325	808	3.05E-121	435
WYIG-5822	Tc07v2_t003090.1	87.356	783	99	0	1	783	262	1044	0	898
GIPR-6383	Tc03v2_t010210.1	84.662	828	127	0	1	828	730	1557	0	826
GIPR-6383	Tc03v2_t010210.2	85.119	672	100	0	1	672	730	1401	0	688
NUZN-6383	Tc03v2_t010210.1	86.691	834	111	0	139	972	724	1557	0	926
NUZN-6383	Tc03v2_t010210.2	86.578	678	91	0	139	816	724	1401	0	749
OLXF_grafted_with_NUZN-6383	Tc03v2_t010210.1	89.329	834	89	0	139	972	724	1557	0	1048
OLXF_grafted_with_NUZN-6383	Tc03v2_t010210.2	88	675	81	0	139	813	724	1398	0	798
WYIG_grafted_with_NUZN-6383	Tc03v2_t010210.1	90.433	878	76	5	99	972	684	1557	0	1149
WYIG_grafted_with_NUZN-6383	Tc03v2_t010210.2	90.443	722	61	5	99	816	684	1401	0	944
Arath-6448	Tc05v2_t014530.1	79.118	862	172	7	13	870	349	1206	2.86E-167	588
BCAA-6448	Tc05v2_t014530.1	84.66	867	131	2	5	870	341	1206	0	863
JTQQ-6448	Tc05v2_t014530.1	79.787	846	165	6	25	867	361	1203	6.1E-174	610
QUTB-6448	Tc05v2_t014530.1	86.583	641	84	2	3	642	339	978	0	706
ZSAB_grafted_with_QUTB-6448	Tc05v2_t014530.1	87.832	641	76	2	3	642	339	978	0	750
TJLC-6947	Tc02v2_t023870.1	82.809	477	80	2	718	1193	1009	1484	3.27E-118	425
WYIG_grafted_with_TJLC-6947	Tc02v2_t023870.1	82.809	477	80	2	718	1193	1009	1484	3.27E-118	425
ZSAB_grafted_with_MYMP-6947	Tc02v2_t023870.1	83.453	1390	223	7	427	1813	674	2059	0	1286
AIOU-6284	TcUnv2_t000300.1	76.25	800	161	23	56	833	443	1235	5.26E-110	398
THHD-6284	TcUnv2_t000300.1	83.103	651	109	1	66	715	641	1291	1.83E-168	592
WYIG-6284	TcUnv2_t000300.1	88.335	1243	141	4	14	1254	59	1299	0	1489
ZSAB_grafted_with_THHD-6284	TcUnv2_t000300.1	87.517	729	91	0	2	730	563	1291	0	843
CWZU-6038	Tc09v2_t003720.1	84.026	1083	165	8	1	1079	355	1433	0	1035
YKQR-6038	Tc09v2_t003720.1	83.71	1019	158	8	1	1015	355	1369	0	955
ZSAB_grafted_with_YKQR-6038	Tc09v2_t003720.1	88.484	1016	115	2	1	1015	355	1369	0	1227
Arath-5944	Tc03v2_t025680.2	76.278	763	177	4	7	767	31	791	9.93E-112	403
Arath-5944	Tc03v2_t025680.1	76.502	566	129	4	7	570	31	594	2.88E-82	305
WWKL-5944	Tc03v2_t025680.2	87.461	638	80	0	1	638	175	812	0	736
WWKL-5944	Tc03v2_t025680.1	87.857	420	51	0	1	420	175	594	4.64E-139	494
COAQ-5919	Tc01v2_t028600.1	79.817	436	86	2	16	450	310	744	7.49E-86	316
SVVG-5919	Tc01v2_t028600.1	84.282	439	69	0	14	452	308	746	9.28E-120	429
WYIG_grafted_with_SVVG-5919	Tc01v2_t028600.1	89.066	439	48	0	14	452	308	746	8.83E-155	545
ZSAB-5919	Tc01v2_t028600.1	90.929	452	41	0	1	452	295	746	1.11E-173	608
HLJG-5551	Tc08v2_t005670.2	85.14	821	116	6	1	818	370	1187	0	835
HLJG-5551	Tc08v2_t005670.1	84.942	777	111	6	45	818	312	1085	0	782
WCOR-5551	Tc08v2_t005670.2	77.128	752	154	15	25	767	397	1139	1.05E-116	420
WCOR-5551	Tc08v2_t005670.1	77.049	732	150	15	45	767	315	1037	2.95E-112	405
XFFT-5551	Tc08v2_t005670.2	84.637	703	104	4	1	701	352	1052	0	697
XFFT-5551	Tc08v2_t005670.1	84.555	641	95	4	63	701	312	950	1.04E-180	632
WYIG_grafted_with_HLJG-5551	Tc08v2_t005670.2	87.82	821	94	6	1	818	370	1187	0	957
WYIG_grafted_with_HLJG-5551	Tc08v2_t005670.1	87.773	777	89	6	45	818	312	1085	0	904
SLYR-5554	Tc09v2_t005050.1	81.411	737	127	9	1	732	1	732	8.14E-169	593
THHD-5554	Tc09v2_t005050.1	84.535	666	97	5	1	663	70	732	0	654
XQRV-5554	Tc09v2_t005050.1	76.59	739	159	12	1	732	1	732	8.63E-109	394
OLXF-5554	Tc09v2_t005050.1	87.722	733	73	7	1	717	1	732	0	841
ZSAB_grafted_with_THHD-5554	Tc09v2_t005050.1	89.275	662	68	1	1	659	70	731	0	826
HAEU-6457	Tc08v2_t008950.3	83.632	391	62	2	136	525	301	690	8.85E-101	366
IEPQ-6457	Tc08v2_t008950.1	83.602	372	57	4	121	490	301	670	1.06E-94	346
IEPQ-6457	Tc08v2_t008950.3	83.558	371	57	4	121	489	301	669	3.8E-94	344
IEPQ-6457	Tc08v2_t008950.2	83.558	371	57	4	121	489	301	669	3.8E-94	344
VUSY-6457	Tc08v2_t008950.3	84.848	396	60	0	1	396	304	699	6.41E-111	399
VUSY-6457	Tc08v2_t008950.1	84.699	366	56	0	1	366	304	669	6.5E-101	366
VUSY-6457	Tc08v2_t008950.2	84.699	366	56	0	1	366	304	669	6.5E-101	366
ZSAB_grafted_with_VUSY-6457	Tc08v2_t008950.3	85.459	447	65	0	1	447	253	699	7.07E-131	466
ZSAB_grafted_with_VUSY-6457	Tc08v2_t008950.1	85.372	417	61	0	1	417	253	669	7.18E-121	433
ZSAB_grafted_with_VUSY-6457	Tc08v2_t008950.2	85.372	417	61	0	1	417	253	669	7.18E-121	433
OLXF-5355	Tc01v2_t030280.1	91.034	290	26	0	1	290	394	683	7.83E-109	392
OLXF-5355	Tc01v2_t030280.2	91.034	290	26	0	1	290	394	683	7.83E-109	392
OMYK-6717	Tc04v2_t023010.1	77.584	1316	271	20	7	1316	562	1859	0	774
TJLC-6717	Tc04v2_t023010.1	83.784	1332	202	12	7	1331	562	1886	0	1251
UMUL-6717	Tc04v2_t023010.1	78.235	1190	236	19	123	1296	708	1890	0	741
VXKB-6717	Tc04v2_t023010.1	76.741	1350	281	23	7	1344	562	1890	0	723
ZSAB_grafted_with_TJLC-6717	Tc04v2_t023010.1	85.821	1340	172	16	7	1337	562	1892	0	1406
WYIG_grafted_with_TJLC-6717	Tc04v2_t023010.1	86.937	1332	160	12	4	1328	562	1886	0	1491
DRIL-6924	Tc05v2_t000730.1	78.28	907	193	4	145	1049	436	1340	6.61E-165	580
SLYR-6924	Tc05v2_t000730.1	80.14	1143	217	10	13	1150	304	1441	0	845
WYIG-6924	Tc05v2_t000730.1	91.326	1199	101	1	1	1196	289	1487	0	1637
OLXF-6924	Tc05v2_t000730.1	88.519	1202	134	4	1	1200	289	1488	0	1452
OLXF-4951	Tc01v2_t026060.1	89.501	581	57	4	1	579	205	783	0	732
ZSAB_grafted_with_TDTF-4951	Tc01v2_t026060.1	87.13	575	70	4	1	573	205	777	0	649
WYIG-4951	Tc01v2_t026060.1	91.188	522	46	0	1	522	205	726	0	710
ABSS-5426	Tc02v2_t019040.1	80.842	475	87	2	883	1355	1690	2162	1.77E-101	370
ABSS-5426	Tc02v2_t019040.2	80.842	475	87	2	883	1355	1312	1784	1.77E-101	370
AJFN-5426	Tc02v2_t019040.1	81.586	706	110	15	370	1062	823	1521	2.42E-160	566
AJFN-5426	Tc02v2_t019040.2	81.586	706	110	15	370	1062	445	1143	2.42E-160	566
BNTL-5426	Tc02v2_t019040.1	80.825	485	91	2	1087	1570	1675	2158	3.43E-104	379
BNTL-5426	Tc02v2_t019040.2	80.825	485	91	2	1087	1570	1297	1780	3.43E-104	379
HAEU-5426	Tc02v2_t019040.1	84.195	696	98	10	373	1062	823	1512	0	665
HAEU-5426	Tc02v2_t019040.1	84.752	505	73	4	1072	1574	1660	2162	1.95E-141	503
HAEU-5426	Tc02v2_t019040.1	83.333	366	55	5	1	363	352	714	2.7E-90	333
HAEU-5426	Tc02v2_t019040.2	84.195	696	98	10	373	1062	445	1134	0	665
HAEU-5426	Tc02v2_t019040.2	84.752	505	73	4	1072	1574	1282	1784	1.95E-141	503
HAEU-5426	Tc02v2_t019040.2	83.481	339	50	5	28	363	1	336	1.27E-83	311
SLYR-5426	Tc02v2_t019040.1	83.068	502	79	5	827	1325	1664	2162	6.01E-126	451
SLYR-5426	Tc02v2_t019040.2	83.068	502	79	5	827	1325	1286	1784	6.01E-126	451
TJLC-5426	Tc02v2_t019040.1	84.023	701	102	8	284	978	816	1512	0	665
TJLC-5426	Tc02v2_t019040.1	85.885	503	71	0	988	1490	1660	2162	1.82E-151	536
TJLC-5426	Tc02v2_t019040.2	84.023	701	102	8	284	978	438	1134	0	665
TJLC-5426	Tc02v2_t019040.2	85.885	503	71	0	988	1490	1282	1784	1.82E-151	536
WXVX-5426	Tc02v2_t019040.1	82.4	500	88	0	619	1118	1660	2159	1.42E-121	436
WXVX-5426	Tc02v2_t019040.2	82.4	500	88	0	619	1118	1282	1781	1.42E-121	436
ZSAB_grafted_with_HAEU-5426	Tc02v2_t019040.1	90.374	561	53	1	1068	1628	1606	2165	0	736
ZSAB_grafted_with_HAEU-5426	Tc02v2_t019040.1	84.195	696	98	10	373	1062	823	1512	0	665
ZSAB_grafted_with_HAEU-5426	Tc02v2_t019040.1	83.333	366	55	5	1	363	352	714	2.79E-90	333
ZSAB_grafted_with_HAEU-5426	Tc02v2_t019040.2	90.374	561	53	1	1068	1628	1228	1787	0	736
ZSAB_grafted_with_HAEU-5426	Tc02v2_t019040.2	84.195	696	98	10	373	1062	445	1134	0	665
ZSAB_grafted_with_HAEU-5426	Tc02v2_t019040.2	83.481	339	50	5	28	363	1	336	1.31E-83	311
WYIG_grafted_with_HAEU-5426	Tc02v2_t019040.1	87.928	1168	121	14	1	1155	352	1512	0	1358
WYIG_grafted_with_HAEU-5426	Tc02v2_t019040.1	84.752	505	73	4	1165	1667	1660	2162	2.06E-141	503
WYIG_grafted_with_HAEU-5426	Tc02v2_t019040.2	88.021	1127	115	14	42	1155	15	1134	0	1315
WYIG_grafted_with_HAEU-5426	Tc02v2_t019040.2	84.752	505	73	4	1165	1667	1282	1784	2.06E-141	503
OLXF_grafted_with_TJLC-5426	Tc02v2_t019040.1	88.305	1351	154	3	284	1631	816	2165	0	1616
OLXF_grafted_with_TJLC-5426	Tc02v2_t019040.2	88.305	1351	154	3	284	1631	438	1787	0	1616
WYIG-7333	Tc10v2_t006930.1	86.978	407	53	0	1	407	145	551	1.06E-128	459
QUTB-6792	Tc03v2_t000270.3	78.853	558	118	0	1	558	289	846	4.23E-104	377
QUTB-6792	Tc03v2_t000270.2	78.793	547	116	0	1	547	289	835	2.55E-101	368
QUTB-6792	Tc03v2_t000270.1	77.879	547	112	2	1	547	289	826	3.34E-90	331
VFFP-6792	Tc03v2_t000270.3	81.127	710	130	4	3	710	147	854	1.08E-160	566
VFFP-6792	Tc03v2_t000270.2	81.042	691	127	4	3	691	147	835	3.92E-155	547
WYIG_grafted_with_QUTB-6792	Tc03v2_t000270.2	80.309	518	102	0	1	518	289	806	1.48E-108	392
WYIG_grafted_with_QUTB-6792	Tc03v2_t000270.3	80.309	518	102	0	1	518	289	806	1.48E-108	392
WYIG_grafted_with_QUTB-6792	Tc03v2_t000270.1	79.344	518	98	2	1	518	289	797	1.94E-97	355
OLXF-6379	Tc08v2_t010360.1	93.19	279	19	0	11	289	137	415	2.09E-114	411
ZSAB-6449	Tc09v2_t013050.1	92.063	252	20	0	1	252	7	258	8.49E-98	355
WYIG-6449	Tc09v2_t013050.1	91.633	251	21	0	1	251	7	257	1.42E-95	348
ZSAB-6068	Tc10v2_t006450.1	90.074	272	27	0	1	272	148	419	3.32E-97	353
OLXF-5857	Tc05v2_t019760.1	90.259	657	64	0	1	657	169	825	0	859
ZSAB-5857	Tc05v2_t019760.1	91.311	656	54	1	1	653	169	824	0	894
NHUA-5304	Tc07v2_t003180.2	85.246	610	85	5	1	606	1	609	5.37E-178	623
NHUA-5304	Tc07v2_t003180.1	85.246	610	85	5	1	606	1	609	5.37E-178	623
WYIG-5304	Tc07v2_t003180.2	88.689	610	67	2	1	609	1	609	0	743
WYIG-5304	Tc07v2_t003180.1	88.689	610	67	2	1	609	1	609	0	743
Ambtr-6454	Tc09v2_t004470.1	79.825	570	107	8	12	577	12	577	1.64E-113	409
UMUL-6454	Tc09v2_t004470.1	81.94	598	108	0	12	609	12	609	5.67E-143	507
VYGG-6454	Tc09v2_t004470.1	86.855	601	78	1	1	601	1	600	0	671
WWKL-6454	Tc09v2_t004470.1	89.016	437	48	0	1	437	175	611	1.1E-153	542
WYIG-5866	Tc05v2_t009200.1	91.173	861	73	1	1	861	40	897	0	1166
GIPR-6962	Tc09v2_t010850.2	83.983	462	62	6	13	462	163	624	7.33E-121	433
WYIG_grafted_with_PAZJ-6962	Tc09v2_t010850.2	89.451	474	50	0	1	474	151	624	7.01E-171	599
WYIG_grafted_with_PAZJ-6962	Tc09v2_t010850.1	94.862	253	13	0	222	474	333	585	9.87E-110	396
ZSAB-6962	Tc09v2_t010850.2	89.936	467	44	1	1	467	151	614	7.06E-171	599
ZSAB-6962	Tc09v2_t010850.1	93.827	243	15	0	225	467	333	575	7.79E-101	366
EMBR-4893	Tc01v2_t002690.1	80.064	622	118	6	146	764	536	1154	7.34E-128	457
FYTP-4893	Tc01v2_t002690.1	86.107	619	84	2	1	618	538	1155	0	665
HLJG-5116	Tc09v2_t030220.1	79.731	967	182	12	1	960	421	1380	0	688
IEPQ-5116	Tc09v2_t030220.1	79.032	1054	217	2	3	1054	327	1378	0	719
WVEF-5116	Tc09v2_t030220.1	81.827	1007	168	12	59	1059	383	1380	0	832
VYGG-7361	Tc03v2_t019240.2	84.986	353	49	4	1	351	319	669	1.22E-97	355
VYGG-7361	Tc03v2_t019240.1	84.241	349	50	5	5	351	315	660	1.59E-91	335
ZHEE-7361	Tc03v2_t019240.2	81.941	371	61	6	11	378	302	669	1.04E-83	309
